epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.2816,1.36046,2.19321,1.33353,0.94336,0.73037,0.87728,0.4726,1.34631,2.12517,1.20991,0.00330303,0.00330303,0.00330303
2,149.738,1.2455,1.16222,1.18241,0.87852,0.79949,0.85827,0.38532,1.5779,1.18245,1.33821,0.00661446,0.00661446,0.00661446
3,222.547,1.2968,0.95843,1.21167,0.69386,0.66926,0.68449,0.3539,1.5834,1.36548,1.3792,0.0099039,0.0099039,0.0099039
4,294.78,1.34184,0.90912,1.24888,0.6896,0.77235,0.73967,0.35787,1.76664,1.77312,1.56584,0.009901,0.009901,0.009901
5,368.148,1.30185,0.8315,1.23552,0.91786,0.84742,0.88899,0.46849,1.60043,0.99749,1.36611,0.009868,0.009868,0.009868
6,440.256,1.27139,0.76108,1.22009,0.93284,0.87803,0.91908,0.56933,1.30607,0.75523,1.22541,0.009835,0.009835,0.009835
7,512.569,1.27151,0.76158,1.22398,0.92415,0.86272,0.89441,0.50249,1.56425,0.87771,1.32794,0.009802,0.009802,0.009802
8,584.961,1.25517,0.73468,1.21478,0.96908,0.87711,0.93131,0.55951,1.39489,0.67189,1.2393,0.009769,0.009769,0.009769
9,656.715,1.22999,0.71185,1.20632,0.95743,0.8191,0.88442,0.53304,1.44591,0.82677,1.25276,0.009736,0.009736,0.009736
10,730.049,1.238,0.68619,1.20215,0.95784,0.90296,0.94015,0.58472,1.32924,0.65511,1.19315,0.009703,0.009703,0.009703
11,802.292,1.23096,0.68264,1.20142,0.9622,0.89546,0.93188,0.55926,1.43945,0.62633,1.25802,0.00967,0.00967,0.00967
12,875.254,1.22688,0.67593,1.20706,0.96384,0.90102,0.94683,0.608,1.29604,0.5988,1.1628,0.009637,0.009637,0.009637
13,948.505,1.19742,0.65918,1.18316,0.97003,0.9132,0.94585,0.59336,1.3338,0.57951,1.18974,0.009604,0.009604,0.009604
14,1020.24,1.18976,0.65276,1.17987,0.97077,0.9132,0.94953,0.59314,1.34656,0.58678,1.18299,0.009571,0.009571,0.009571
15,1092.21,1.18203,0.63827,1.17326,0.9713,0.91218,0.95643,0.64661,1.16495,0.56974,1.13509,0.009538,0.009538,0.009538
16,1164.26,1.17856,0.63754,1.16433,0.97591,0.92097,0.95567,0.63155,1.19821,0.56389,1.13816,0.009505,0.009505,0.009505
17,1237.17,1.17462,0.61379,1.16301,0.96596,0.90739,0.94569,0.6,1.28268,0.63828,1.17146,0.009472,0.009472,0.009472
18,1309.81,1.17006,0.61338,1.16596,0.94791,0.89791,0.93111,0.58445,1.35094,0.63922,1.22071,0.009439,0.009439,0.009439
19,1382.72,1.1608,0.61479,1.15955,0.97362,0.8767,0.93257,0.58199,1.2764,0.65568,1.17575,0.009406,0.009406,0.009406
20,1455.4,1.17099,0.61332,1.16396,0.97209,0.92274,0.96111,0.62975,1.23274,0.54129,1.14574,0.009373,0.009373,0.009373
21,1528.33,1.14433,0.59602,1.15574,0.96714,0.89995,0.95198,0.61047,1.28872,0.56596,1.14425,0.00934,0.00934,0.00934
22,1599.56,1.17162,0.60297,1.15339,0.97119,0.91549,0.94992,0.59925,1.33104,0.60948,1.18708,0.009307,0.009307,0.009307
23,1671.59,1.15759,0.59421,1.15929,0.96743,0.92965,0.95713,0.62416,1.27666,0.52623,1.16374,0.009274,0.009274,0.009274
24,1742.78,1.14371,0.59141,1.14037,0.97114,0.92234,0.95786,0.64897,1.17351,0.55263,1.11561,0.009241,0.009241,0.009241
25,1814.31,1.12513,0.57661,1.14731,0.9756,0.92965,0.96015,0.6591,1.15517,0.49811,1.08921,0.009208,0.009208,0.009208
26,1887,1.13257,0.57888,1.13957,0.97375,0.9322,0.96424,0.6399,1.21476,0.52438,1.12492,0.009175,0.009175,0.009175
27,1959.06,1.1475,0.584,1.14823,0.98434,0.91868,0.95943,0.6495,1.17343,0.51509,1.10682,0.009142,0.009142,0.009142
28,2030.62,1.13456,0.56074,1.14418,0.97671,0.92417,0.95683,0.62417,1.24502,0.54005,1.14465,0.009109,0.009109,0.009109
29,2102.06,1.14721,0.5771,1.14955,0.97608,0.93202,0.9622,0.61361,1.288,0.51916,1.16468,0.009076,0.009076,0.009076
30,2173.94,1.11703,0.56141,1.13306,0.98086,0.93787,0.96398,0.65242,1.18957,0.47414,1.10798,0.009043,0.009043,0.009043
31,2246,1.11627,0.55463,1.1331,0.96546,0.93208,0.96037,0.63909,1.20361,0.4948,1.11823,0.00901,0.00901,0.00901
32,2317.33,1.11786,0.56097,1.13077,0.9792,0.92143,0.96193,0.65733,1.15891,0.51671,1.10703,0.008977,0.008977,0.008977
33,2389.54,1.11926,0.55824,1.1374,0.97466,0.93056,0.95999,0.64757,1.19341,0.4956,1.12332,0.008944,0.008944,0.008944
34,2461.46,1.11833,0.55672,1.13775,0.97952,0.93239,0.96805,0.67135,1.13291,0.47695,1.08704,0.008911,0.008911,0.008911
35,2533.69,1.12031,0.55316,1.12403,0.97118,0.9397,0.96434,0.65072,1.18599,0.47733,1.101,0.008878,0.008878,0.008878
36,2605.37,1.10729,0.54576,1.12491,0.97915,0.92736,0.96406,0.67449,1.11881,0.47895,1.07214,0.008845,0.008845,0.008845
37,2677.47,1.09971,0.53598,1.128,0.98044,0.93148,0.96276,0.64077,1.22659,0.49199,1.12025,0.008812,0.008812,0.008812
38,2749.26,1.10526,0.53594,1.11776,0.98307,0.92868,0.9678,0.66587,1.14773,0.4709,1.09019,0.008779,0.008779,0.008779
39,2821.28,1.09666,0.53856,1.11616,0.98225,0.93519,0.96844,0.67737,1.11749,0.4707,1.08271,0.008746,0.008746,0.008746
