epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,6428.81,2.17685,0.96461,2.24134,0.97329,0.93235,0.97273,0.68977,2.22584,0.76358,2.13945,0.007492,0.007492,0.007492
78,6511.85,2.17801,0.95686,2.22587,0.97164,0.9365,0.97521,0.70056,2.22343,0.75552,2.11825,0.007459,0.007459,0.007459
79,6594.3,2.20335,0.95884,2.23157,0.9777,0.92919,0.97192,0.69789,2.20719,0.73939,2.1131,0.007426,0.007426,0.007426
80,6677.29,2.1896,0.97018,2.24086,0.9746,0.92897,0.97239,0.69614,2.2124,0.74008,2.12253,0.007393,0.007393,0.007393
81,6760.01,2.15834,0.92722,2.25208,0.97333,0.93374,0.9735,0.6923,2.23412,0.73713,2.13457,0.00736,0.00736,0.00736
82,6842.9,2.20427,0.95201,2.26308,0.97573,0.93658,0.97397,0.69669,2.21447,0.73521,2.13104,0.007327,0.007327,0.007327
83,6925.64,2.1704,0.92495,2.23715,0.97072,0.93889,0.97401,0.69432,2.22773,0.7321,2.13531,0.007294,0.007294,0.007294
84,7007.63,2.16269,0.92874,2.26579,0.97842,0.9333,0.97447,0.6951,2.21613,0.7437,2.13039,0.007261,0.007261,0.007261
85,7090.46,2.15827,0.93316,2.23303,0.97425,0.93924,0.97509,0.70104,2.19793,0.7333,2.125,0.007228,0.007228,0.007228
86,7173.79,2.13281,0.92975,2.22691,0.971,0.93309,0.97482,0.6999,2.20645,0.74311,2.1212,0.007195,0.007195,0.007195
87,7257.27,2.14069,0.91941,2.22707,0.9744,0.9333,0.9758,0.70517,2.19466,0.74527,2.12219,0.007162,0.007162,0.007162
88,7340.88,2.15825,0.92085,2.21954,0.9783,0.93422,0.97391,0.69982,2.21697,0.74169,2.1191,0.007129,0.007129,0.007129
89,7426.02,2.14417,0.91444,2.19715,0.98417,0.93102,0.97526,0.70258,2.19675,0.73079,2.10447,0.007096,0.007096,0.007096
90,7510.05,2.15939,0.92183,2.22966,0.97931,0.93696,0.97464,0.70044,2.20834,0.72347,2.10528,0.007063,0.007063,0.007063
91,7593.83,2.14731,0.92804,2.23099,0.98463,0.9364,0.97564,0.70349,2.19845,0.72092,2.11379,0.00703,0.00703,0.00703
92,7677.92,2.1611,0.93122,2.22624,0.97756,0.93526,0.97605,0.69989,2.19975,0.72974,2.11596,0.006997,0.006997,0.006997
93,7762.42,2.16346,0.919,2.22866,0.97889,0.93223,0.97453,0.70055,2.20174,0.73762,2.12036,0.006964,0.006964,0.006964
94,7846.23,2.15089,0.91485,2.2305,0.97668,0.93193,0.97491,0.70278,2.1984,0.73567,2.11874,0.006931,0.006931,0.006931
95,7929.04,2.16691,0.94092,2.22225,0.97658,0.93325,0.97583,0.70109,2.19075,0.7344,2.11381,0.006898,0.006898,0.006898
96,8011.49,2.12491,0.91268,2.20659,0.97439,0.93863,0.97512,0.70422,2.18428,0.73639,2.11157,0.006865,0.006865,0.006865
97,8094.41,2.16253,0.93161,2.21569,0.97803,0.93557,0.975,0.70514,2.18241,0.73433,2.10733,0.006832,0.006832,0.006832
98,8177.33,2.14834,0.92455,2.22527,0.97237,0.93239,0.97466,0.70184,2.19063,0.74302,2.11639,0.006799,0.006799,0.006799
99,8260.65,2.15636,0.90799,2.21988,0.97066,0.93741,0.97543,0.7062,2.18324,0.73467,2.10797,0.006766,0.006766,0.006766
100,8343.99,2.13489,0.90523,2.21417,0.97776,0.94374,0.97637,0.70749,2.18286,0.72024,2.10671,0.006733,0.006733,0.006733
101,8427.31,2.13868,0.89958,2.22515,0.98079,0.93286,0.97598,0.70662,2.17667,0.72741,2.10938,0.0067,0.0067,0.0067
102,8510.7,2.10575,0.90038,2.20148,0.98312,0.93239,0.97618,0.70955,2.17774,0.7281,2.11142,0.006667,0.006667,0.006667
103,8594.67,2.12355,0.90877,2.21333,0.98322,0.93711,0.97572,0.70899,2.17607,0.72475,2.10702,0.006634,0.006634,0.006634
104,8677.46,2.13099,0.88628,2.20445,0.97804,0.93581,0.97528,0.70904,2.17351,0.72419,2.10314,0.006601,0.006601,0.006601
105,8761.2,2.11837,0.89321,2.20668,0.97945,0.93625,0.97621,0.70813,2.17018,0.72413,2.09975,0.006568,0.006568,0.006568
106,8845.54,2.11142,0.89746,2.20415,0.98468,0.93285,0.97613,0.70643,2.17064,0.71774,2.10559,0.006535,0.006535,0.006535
107,8928.61,2.11194,0.9138,2.1943,0.97848,0.93491,0.97622,0.70746,2.17314,0.7218,2.10308,0.006502,0.006502,0.006502
108,9011.75,2.13274,0.89685,2.20858,0.98338,0.9365,0.97637,0.70957,2.16739,0.71493,2.09775,0.006469,0.006469,0.006469
109,9096.61,2.13434,0.89335,2.20011,0.97998,0.94107,0.97663,0.70837,2.17225,0.71287,2.09775,0.006436,0.006436,0.006436
110,9180.52,2.12084,0.89395,2.18726,0.98177,0.93472,0.97615,0.70927,2.17054,0.71245,2.0942,0.006403,0.006403,0.006403
111,9263.34,2.10493,0.88111,2.18208,0.98493,0.93513,0.97688,0.70865,2.17223,0.71186,2.09205,0.00637,0.00637,0.00637
112,9347.32,2.1216,0.88612,2.18544,0.98276,0.93774,0.97677,0.7082,2.17521,0.70897,2.09131,0.006337,0.006337,0.006337
113,9430.75,2.11002,0.88877,2.17962,0.98735,0.93422,0.97652,0.70746,2.17502,0.71103,2.09069,0.006304,0.006304,0.006304
114,9514.94,2.09411,0.8963,2.18084,0.98203,0.93239,0.97568,0.70598,2.17081,0.71453,2.09127,0.006271,0.006271,0.006271
115,9598.31,2.1145,0.91073,2.20775,0.98192,0.93376,0.97551,0.70505,2.16734,0.71393,2.09245,0.006238,0.006238,0.006238
116,9682.45,2.08467,0.88434,2.19416,0.97797,0.93304,0.97482,0.70566,2.16814,0.7159,2.09367,0.006205,0.006205,0.006205
117,9767.29,2.09286,0.88607,2.18136,0.979,0.93726,0.97497,0.70547,2.1726,0.71453,2.09523,0.006172,0.006172,0.006172
118,9850.8,2.10874,0.89596,2.17447,0.97879,0.9278,0.9746,0.70532,2.17321,0.71986,2.09548,0.006139,0.006139,0.006139
119,9934.94,2.06517,0.86741,2.16368,0.97435,0.93698,0.97524,0.70501,2.1727,0.71828,2.09405,0.006106,0.006106,0.006106
120,10017.8,2.07807,0.90022,2.16885,0.98109,0.93741,0.97674,0.70663,2.17581,0.71385,2.09513,0.006073,0.006073,0.006073
121,10102.3,2.08043,0.88629,2.17087,0.98245,0.93285,0.97616,0.70694,2.17409,0.71324,2.09546,0.00604,0.00604,0.00604
122,10185.6,2.06832,0.86609,2.16189,0.97959,0.93696,0.97632,0.70689,2.17127,0.71397,2.09376,0.006007,0.006007,0.006007
123,10270.4,2.05975,0.87646,2.17044,0.98382,0.93513,0.97589,0.70741,2.16816,0.7109,2.09236,0.005974,0.005974,0.005974
